User-ID,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-M,num_rating
278418,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press,http://images.amazon.com/images/P/0312958129.01.MZZZZZZZ.jpg,51
278418,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,77
278418,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,123
278418,Beloved,BERTRICE SMALL,1985,Ballantine Books,http://images.amazon.com/images/P/0345327853.01.MZZZZZZZ.jpg,78
278418,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg,53
278418,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg,60
278418,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,112
278418,Degree of Guilt,Richard North Patterson,1995,Ballantine Books,http://images.amazon.com/images/P/034538184X.01.MZZZZZZZ.jpg,60
278418,Icebound,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345384350.01.MZZZZZZZ.jpg,62
278418,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,101
278418,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,81
278418,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books,http://images.amazon.com/images/P/0345404114.01.MZZZZZZZ.jpg,58
278418,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,67
278418,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,52
278418,A Man in Full,Tom Wolfe,1998,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374270325.01.MZZZZZZZ.jpg,65
278418,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA,http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg,61
278418,Ellen Foster,Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703055.01.MZZZZZZZ.jpg,87
278418,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,67
278418,Watership Down,Richard Adams,1976,Avon,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,115
278418,The Thorn Birds,Colleen McCullough,1978,Avon,http://images.amazon.com/images/P/0380018179.01.MZZZZZZZ.jpg,110
278418,Dr. Atkins' New Diet Revolution,Robert C. Atkins,1997,Avon Books,http://images.amazon.com/images/P/0380727293.01.MZZZZZZZ.jpg,53
278418,American Gods,Neil Gaiman,2002,HarperTorch,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,94
278418,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,116
278418,No Greater Love,Danielle Steel,1991,Delacorte Press,http://images.amazon.com/images/P/0385299095.01.MZZZZZZZ.jpg,55
278418,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,51
278418,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,http://images.amazon.com/images/P/0385492081.01.MZZZZZZZ.jpg,127
278418,A Painted House,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/038550120X.01.MZZZZZZZ.jpg,228
278418,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg,111
278418,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg,50
278418,Dragon Tears,Dean R. Koontz,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399137734.01.MZZZZZZZ.jpg,54
278418,Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg,60
278418,The Hunt for Red October,Tom Clancy,1990,Berkley Publishing Group,http://images.amazon.com/images/P/0425120279.01.MZZZZZZZ.jpg,101
278418,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,http://images.amazon.com/images/P/042513699X.01.MZZZZZZZ.jpg,85
278418,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,60
278418,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,95
278418,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425151867.01.MZZZZZZZ.jpg,56
278418,Invasion,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425155404.01.MZZZZZZZ.jpg,66
278418,Sudden Prey,John Sandford,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425157539.01.MZZZZZZZ.jpg,54
278418,Executive Orders (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158632.01.MZZZZZZZ.jpg,52
278418,Breathing Lessons,Anne Tyler,1998,Berkley Publishing Group,http://images.amazon.com/images/P/042516313X.01.MZZZZZZZ.jpg,104
278418,Big Trouble,Dave Barry,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178102.01.MZZZZZZZ.jpg,77
278418,Purity in Death,J.D. Robb,2002,Berkley Publishing Group,http://images.amazon.com/images/P/042518630X.01.MZZZZZZZ.jpg,62
278418,Family Album,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440124344.01.MZZZZZZZ.jpg,53
278418,Red Dragon,Thomas Harris,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg,151
278418,Daddy,DANIELLE STEEL,1990,Dell,http://images.amazon.com/images/P/0440207622.01.MZZZZZZZ.jpg,74
278418,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,227
278418,A Wrinkle in Time,L'Engle Madelein,1996,Laurel-Leaf Books,http://images.amazon.com/images/P/0440220394.01.MZZZZZZZ.jpg,76
278418,The Chamber,John Grisham,1995,Dell Publishing Company,http://images.amazon.com/images/P/0440220602.01.MZZZZZZZ.jpg,179
278418,Five Days in Paris,DANIELLE STEEL,1997,Dell,http://images.amazon.com/images/P/0440222842.01.MZZZZZZZ.jpg,59
